video_id,comment,time,likes,sentiment,sentiment_score,green_tag,sarcasm,label,emotion
2OhNB26MPxg,ancap reports reinforce tesla safe new report supports looks like manufactures need lift game ignore lies fud fear uncertainty doubt comments super obvious alternative agenda tesla rather facts,2025-07-29T08:35:30Z,0,negative,-0.4019,0,0,2,fear
2OhNB26MPxg,mgs,2025-07-29T08:19:18Z,0,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,like master give best student harder test huawei received far shortest reaction time distance give less stellar students easier test tesla received longest reaction time,2025-07-29T07:58:14Z,5,positive,0.8495,0,0,0,joy
2OhNB26MPxg,isnt adas dependent speed cars good certain speed would due processing speed reaction times etc im shocked zeekr didnt pass done tons testing range objects scenarios,2025-07-29T02:31:36Z,0,positive,0.4019,0,0,0,surprise
2OhNB26MPxg,test suspect probably truth sam adac tests many things least europe cars would fail get stars become difficult sell merrit woud willing bet test carefully tailored teslas advantages might wrong many vehicles failing simple tests unlikely,2025-07-28T22:20:24Z,4,negative,-0.8519,1,0,2,surprise
2OhNB26MPxg,nio,2025-07-28T18:17:45Z,1,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,hydrograph clean power inc csehg otcqbhgraf explode onto world stage warning get everyone else catches days ago revealed full scope fractal graphene technology analysts already calling onceinageneration breakthrough isnt materials companythis foundation future ultrapure graphene set power faster highercapacity energy storage systems experts believe outperform todays lithium batteries charging speed durability efficiency doesnt stop material positioned transform intravenous medical delivery systems supercapacitors advanced tires water purification aerospace coatings highstrength concrete nextgeneration electronics month ago hghgraf trading quietly radar latest release igniting serious market attention rush begins wont stay cheap long company building backbone tomorrows technology get still,2025-07-28T17:25:33Z,0,positive,0.7571,0,0,0,fear
2OhNB26MPxg,optimize every hour still lose system youre wasnt built outcomes lillian theresa ramirez perspective systemic leverage explains perfectly,2025-07-28T17:14:11Z,39,positive,0.6908,0,0,0,neutral
2OhNB26MPxg,aeb,2025-07-28T15:41:29Z,0,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,tesla allowed export video data gathers china us used training data also allowed buy chips need build supercomputer china consequently teslas dont perform well china everywhere else world tesl workaround access driving data think make fsd performance much better think going time teslas china perform well teslas anywhere else world,2025-07-28T15:40:09Z,0,positive,0.0701,0,0,0,neutral
2OhNB26MPxg,jerryrigeverything mark rober think different best part got exposed ty video beyond fair balanced thank,2025-07-28T13:57:18Z,5,positive,0.8834,0,0,0,surprise
2OhNB26MPxg,loved fake smile gritted teeth tesla best imagine years chinese still trying catch tesla todays results yeh must sensors wrong height im sure,2025-07-28T13:15:42Z,0,positive,0.7717,0,0,0,anger
2OhNB26MPxg,ev con creates carbon pollution making one vehicles saves lifetime expire takes approx years batteries decay yep save earth indeed wrong kind electric cars sitting giant battery producing ac alternating current electric field seriously detrimental biological life needs dc direct current beneficial need hydrogen fuel cell electrics dont need big battery produce water vapour exhaust already exist japan south korea see north america electricity create hydrogen electrolysis could produced geothermal energy thus creating green energy loop,2025-07-28T13:12:09Z,0,positive,0.891,1,0,0,anger
2OhNB26MPxg,normal test thats paid test according many chinese,2025-07-28T12:23:12Z,4,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,assuming tests performed fairly certainly brings question lidar needed chinese brands abandon lidar favor vision endtoend neural nets,2025-07-28T12:17:14Z,0,positive,0.4939,0,0,0,neutral
2OhNB26MPxg,luxeed r huawei aito huawei avatr huawei huawei simply best car tech tech company around,2025-07-28T12:03:03Z,1,positive,0.6369,0,0,0,neutral
2OhNB26MPxg,shocking well xpeng xiaomi scored toyota bzx scored simply proves daily posts non sense biased tested several timesand failed,2025-07-28T11:16:08Z,1,negative,-0.7184,0,0,2,surprise
2OhNB26MPxg,mainstream media wall street analysts hate tesla peril,2025-07-28T11:03:25Z,2,negative,-0.7506,0,0,2,fear
2OhNB26MPxg,excellent reporting,2025-07-28T10:51:34Z,1,positive,0.5719,0,0,0,joy
2OhNB26MPxg,every year want conduct like tests evaluate systems improve think china conducted cars fame reason,2025-07-28T10:45:16Z,1,positive,0.8225,0,0,0,surprise
2OhNB26MPxg,adas impotent thing battery range chagrin rate,2025-07-28T10:41:28Z,0,negative,-0.6124,0,0,2,sadness
2OhNB26MPxg,dont choose transport avoid accident wouldnt ride motorbike,2025-07-28T10:41:13Z,0,negative,-0.2987,0,0,2,sadness
2OhNB26MPxg,adas marketing,2025-07-28T10:19:19Z,0,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,adas test kind makes impression setup make tesla look good coincidence sales dropping like rock xpeng p rwd lidar far worse results hard believe also tesla road accident brand usa surely solid software would lowest accident ratings wonder xpeng others come woods statement test test anyway,2025-07-28T09:11:00Z,5,positive,0.2263,0,0,0,surprise
2OhNB26MPxg,puzzled collapsing cars imagine lidar sensors might work well mark robers tests teslas cameras successful interesting,2025-07-28T08:44:47Z,1,positive,0.6908,0,0,0,surprise
2OhNB26MPxg,tesla seems best,2025-07-28T08:34:30Z,0,positive,0.6369,0,0,0,neutral
2OhNB26MPxg,might find lidar based systems good deformable objects unlike tesla camera based system im sure try test real cars result might different,2025-07-28T08:31:07Z,1,positive,0.6369,0,0,0,neutral
2OhNB26MPxg,perform well stopping tests breaks hot compensate crash say fun drive switch fsd,2025-07-28T08:30:53Z,0,positive,0.2732,0,0,0,neutral
2OhNB26MPxg,distance gave tesla react distance give huawei react huawei ads going go left past two cars illegal hard stop highway cars coming back crushed huawei training scenarios hand pulled toward cardboard car see stop however hand pull steering wheel exits auto driving system literally manually crashed cardboard car besides many people question lidar would react cardboard boxes boiling chinese media several days obvious design flaws experiment result many judges china said invalidated redesign experiment already debunked chinese media pretending dont know electric vikings disappointed,2025-07-28T08:19:36Z,14,negative,-0.7579,1,0,2,anger
2OhNB26MPxg,tesla suprise vw well nontech car company goes show chinese journalists honest domestic marques fall far short claims chinese hype real,2025-07-28T08:07:11Z,0,positive,0.6597,0,0,0,surprise
2OhNB26MPxg,anyone actually consider average driver would fare tests ive read tests believe average driver would fail,2025-07-28T08:05:31Z,0,negative,-0.5423,0,0,2,sadness
2OhNB26MPxg,shame deepal e self driving,2025-07-28T07:22:48Z,0,negative,-0.4767,0,0,2,sadness
2OhNB26MPxg,fsd almost killed friends trying take model wrong way lane yesterday,2025-07-28T07:11:15Z,4,negative,-0.6689,0,0,2,anger
2OhNB26MPxg,yes like sam see reports chinese ev companies streaking ahead tesla guess propaganda somewhat surprised many cars failed bad compared old teslas,2025-07-28T07:10:04Z,0,negative,-0.4576,0,0,2,surprise
2OhNB26MPxg,huawei rules,2025-07-28T06:54:11Z,2,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,fsd need backup lidar radar dont skimp safety elon said past government expect certain amount human deaths allowed less average real drivers waymo proved best,2025-07-28T06:38:18Z,2,positive,0.6083,0,0,0,neutral
2OhNB26MPxg,needed test heavey rain fog would see good teslas,2025-07-28T05:48:28Z,3,positive,0.4404,0,0,0,neutral
2OhNB26MPxg,main purpose test create scenario difficult autonomous driving handle order demonstrate drawbacks autonomous driving scenario carefully designed dcars done lot tricks help tesla get better results example although settings different vehicles similar moderate medium actual distance maximum speed different dcars set according actual values leads teslas following car distances larger cars relatively low speeds,2025-07-28T05:40:56Z,0,positive,0.7003,0,0,0,sadness
2OhNB26MPxg,ive said ive said thousand times youre mad dont buy tesla,2025-07-28T04:19:23Z,9,negative,-0.4939,0,0,2,anger
2OhNB26MPxg,teslas fsd beat china different scenarios highest night driving yes weve hearing reading,2025-07-28T04:14:53Z,0,positive,0.4019,0,0,0,neutral
2OhNB26MPxg,audio bit hot clips every,2025-07-28T03:47:31Z,0,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,uh realize gm performs tesla every time test,2025-07-28T02:58:36Z,0,neutral,0.0,0,0,1,surprise
2OhNB26MPxg,dcarstudio released test results last week complete silence manufacturers bragging autonomous driving separate report states accidents involving selfdriving vehicles china manufacturers conveyed false sense security buyers autonomous driving matured leave driving machine chinese proud ev manufacturers achieved short time also angered irresponsibility false advertising loss lives hope test serve wakeup call owners relegate responsibility driving machine even machine tesla score good enough one failure fatal everyone involved,2025-07-28T02:45:50Z,1,negative,-0.5574,0,0,2,anger
2OhNB26MPxg,say tesla still clear lead versus everyone bydzeekr xpeng etc sucks regarding real safety say shut fair guy,2025-07-28T02:28:43Z,1,positive,0.6369,0,0,0,sadness
2OhNB26MPxg,mind autopilot two tesla yet updated cars latest software,2025-07-28T02:15:25Z,3,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,china media almost everyone saying particular news media channel either get censored get slapped huge penalty soon watch,2025-07-28T02:10:30Z,0,negative,-0.3182,0,0,2,anger
2OhNB26MPxg,car driver,2025-07-28T01:41:15Z,0,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,model model x platform software however test results show difference model pass construction test model x failed pig test model failed model x passed tesla learn something test learn anything models identical test scores like,2025-07-28T01:34:22Z,0,negative,-0.6249,0,0,2,sadness
2OhNB26MPxg,test many issues watched original video tesla low speed least distance white lines whereas chinese car distance white lines,2025-07-28T01:28:34Z,9,positive,0.0516,0,0,0,neutral
2OhNB26MPxg,noticed video cars reduced speed right cause bump stopped vehicle highway would life saver yet failed test,2025-07-28T01:26:50Z,0,negative,-0.6369,0,0,2,surprise
2OhNB26MPxg,surprising thing highway test many didnt default straight braking first,2025-07-28T01:24:19Z,1,positive,0.1114,0,0,0,surprise
2OhNB26MPxg,win hundred battles need know enemy sun tzu art war china,2025-07-28T01:23:20Z,7,negative,-0.7351,0,0,2,neutral
2OhNB26MPxg,assistance radar could give nulled using polystyrene car highway realistic wouldnt use real car test either saying,2025-07-28T01:20:34Z,0,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,definately safe cars driving drivers less aware usual system collide stationary obstacles damning results round,2025-07-28T01:16:39Z,1,negative,-0.34,0,0,2,anger
2OhNB26MPxg,,2025-07-28T01:15:34Z,0,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,time chinese evs advantage tesla train data locally tesla date cannot export train data train data within china due national security concerns countries itll take longer year two match teslas data lead overall,2025-07-28T01:15:02Z,2,positive,0.5267,0,0,0,fear
2OhNB26MPxg,finally balanced coverage fsd dominates full stop massive data compute advantage,2025-07-28T00:58:47Z,3,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,dongchedi wicked content,2025-07-28T00:56:59Z,1,negative,-0.5267,0,0,2,anger
2OhNB26MPxg,dongchedi widely regarded notorious reputation china,2025-07-28T00:55:30Z,0,negative,-0.4404,0,0,2,fear
2OhNB26MPxg,wonder put fake cars avoid whether certain systems would notice real car made metal would reflect radar opposed foam cloth looking fake stopped cars tests appear used,2025-07-28T00:47:05Z,0,negative,-0.802,0,0,2,neutral
2OhNB26MPxg,sam tests ran next year teslas existing cars better due updates new vehicles manufacturers better due newer hardware leaving millions redundant unsafe vehicles roads,2025-07-28T00:39:54Z,1,positive,0.7003,0,0,0,fear
2OhNB26MPxg,really selfdriving much safety,2025-07-28T00:39:44Z,2,positive,0.4703,0,0,0,neutral
2OhNB26MPxg,like channel competence honesty,2025-07-28T00:39:33Z,7,positive,0.6908,0,0,0,neutral
2OhNB26MPxg,test highly controversial directly contradicts results previous tests conducted major chinese platforms authorities launching investigation evidence surfaced deliberate human interference notably tesla vehicles reportedly granted unfair advantagereceiving additional meters stopping distance approaching dummy vehicle,2025-07-28T00:33:10Z,0,negative,-0.7548,0,0,2,anger
2OhNB26MPxg,tesla model x failed different things yet car raises lot questions bout validity test stability tesla software thinking fsd think robotaxi drove wrong side street stopped junctions benign circumstances think trials fsd rain fog cars following way close rear end guaranteed would like see snow ice trials approaching school driving street lights country lanes single file traffic approaching vehicle fsd manufacturer cannot trusted time,2025-07-28T00:01:47Z,1,negative,-0.7231,0,0,2,surprise
2OhNB26MPxg,still ready autonomous driving finally ready really work vehicles capacity talk,2025-07-27T23:59:04Z,1,positive,0.6124,0,0,0,neutral
2OhNB26MPxg,sam worth noting global markets experience xpeng g far worse given xngp hardware deleted european release half compute chinese version dont report,2025-07-27T23:56:42Z,2,negative,-0.296,0,0,2,sadness
2OhNB26MPxg,tesla using fsd autopilot,2025-07-27T23:42:58Z,0,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,china needs play long game without bad tactics well front car companies dont turn people,2025-07-27T23:39:50Z,0,positive,0.5324,0,0,0,neutral
2OhNB26MPxg,thanks honest,2025-07-27T23:20:39Z,1,positive,0.7351,0,0,0,neutral
2OhNB26MPxg,biggest takeaway consider whether cars fit duty robotaxi type car stands tesla cars tested something would consider id even go say model x would one lets see years time need data different scenarios etc,2025-07-27T23:07:14Z,1,positive,0.3612,0,0,0,neutral
2OhNB26MPxg,video togg years ago one,2025-07-27T22:50:26Z,0,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,interesting didnt test u u,2025-07-27T22:41:09Z,0,positive,0.4019,0,0,0,neutral
2OhNB26MPxg,test scam driver force steering wheel fail test cars already reported well know test joke china,2025-07-27T22:31:21Z,1,negative,-0.5994,0,0,2,neutral
2OhNB26MPxg,one wonders car makers even bothering point create fsd first license tesla tesla pay development regulatory costs cars steadily develop replace case china even take step name public safety force tesla provide competitors cost business china,2025-07-27T22:19:31Z,3,positive,0.2263,0,0,0,surprise
2OhNB26MPxg,ancap ncap testing include something like ncap testing includes various adas requirements check adas systems actually work check box thing manufacturer say yes forward collision avoidance ncap authority says ok ticks box,2025-07-27T22:13:06Z,7,positive,0.3612,0,0,0,neutral
2OhNB26MPxg,unprofessional test,2025-07-27T21:56:59Z,0,negative,-0.5106,0,0,2,anger
2OhNB26MPxg,chinese autonomous ai driving systems trained chinese motorists wont learn behave like chinese motorists say western drivers work scaling globally distinct cultural driving conventions normative road conventions de facto western given west created global car industry road standardslaws etc,2025-07-27T21:55:43Z,0,neutral,-0.0284,0,0,1,neutral
2OhNB26MPxg,inadvertently china saves western world cheap evs storage batteries replace many fossil fuel power stations,2025-07-27T21:45:22Z,0,neutral,0.0,0,0,1,surprise
2OhNB26MPxg,tesla one ai drive paved road,2025-07-27T21:44:37Z,1,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,seems like adas test test selfdriving systems understand seperate systems,2025-07-27T21:43:40Z,5,positive,0.3612,0,0,0,neutral
2OhNB26MPxg,test,2025-07-27T21:42:39Z,0,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,autonomous driving early stages going get lot better,2025-07-27T21:40:55Z,2,positive,0.4404,0,0,0,neutral
2OhNB26MPxg,lynkco best safety assist euro ncap tests model nd,2025-07-27T21:36:44Z,1,positive,0.7906,0,0,0,neutral
2OhNB26MPxg,lets revisit year teslas robo taxis us real world data one else real world data go far synthetic data,2025-07-27T21:02:26Z,0,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,right neither model x currently hw makes results even impressive tesla would likely score,2025-07-27T20:49:26Z,3,positive,0.5106,0,0,0,neutral
2OhNB26MPxg,interesting didnt test tesla model best seller front camera,2025-07-27T20:47:39Z,8,positive,0.7845,0,0,0,neutral
2OhNB26MPxg,impressive especially janckey way tesla train neural net china due ban exporting data,2025-07-27T20:18:55Z,22,negative,-0.0772,0,0,2,sadness
2OhNB26MPxg,interesting test yes tesla well however downside teslas high safety scores number false positives phantom braking experience dangerous,2025-07-27T20:16:18Z,3,positive,0.836,0,0,0,fear
2OhNB26MPxg,elon comparing grok tool set space x relatively recently elon like put space x tool set grok blablabla open ai tool set obvious huge progress adding hardware space x around grok new something else going x non sense whatever working check china highly educated people yet self driving mom grok something elon likely paid attention,2025-07-27T20:06:09Z,0,positive,0.765,0,0,0,surprise
2OhNB26MPxg,ive seen astounding tested non pig test right btw,2025-07-27T20:01:41Z,1,positive,0.4215,0,0,0,surprise
2OhNB26MPxg,good theyre testing cars making public,2025-07-27T20:01:15Z,24,positive,0.4404,0,0,0,joy
2OhNB26MPxg,chinese propaganda,2025-07-27T19:58:35Z,2,negative,-0.25,0,0,2,neutral
2OhNB26MPxg,hope chinese cars catchup dont really use much adas yet also mature yet reach tesla level im sure ill using feature lot,2025-07-27T19:31:48Z,0,positive,0.6486,0,0,0,neutral
2OhNB26MPxg,idc ur pro con videos appreciate honest great work,2025-07-27T19:25:46Z,4,positive,0.8779,0,0,0,joy
2OhNB26MPxg,china observer reports many self driving chinese ev cars failed tests looks like interesting crashes,2025-07-27T19:20:29Z,2,positive,0.2263,0,0,0,surprise
2OhNB26MPxg,fastest stop wonderful also makes likely rearended,2025-07-27T19:20:12Z,3,positive,0.3612,0,0,0,neutral
2OhNB26MPxg,dan odowdbutbutbut lidar,2025-07-27T19:09:56Z,13,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,seems many years till get proper fsd,2025-07-27T19:04:38Z,0,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,baidu already autonomous driving vehicle cheaper model rip tesla,2025-07-27T18:59:00Z,1,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,thanks video thanks important test,2025-07-27T18:56:04Z,9,positive,0.765,0,0,0,joy
2OhNB26MPxg,yeah elon nazi,2025-07-27T18:53:51Z,0,positive,0.296,0,0,0,neutral
2OhNB26MPxg,good honest reporting personally wouldnt drive tesla dont like look musks politics nothing quality cars moment dont think full self driving good enough yet,2025-07-27T18:48:43Z,6,positive,0.79,0,0,0,sadness
2OhNB26MPxg,socalled test entirely dependent capital largest shareholder media sequoia capital also one major shareholders tesla one knows many times tesla tested scenario one knows failed cases teslas tests posted entirely possible deliberately compare successful cases failed cases multiple tests brands cars public china demands media disclose movement trajectory data test vehicles,2025-07-27T18:43:29Z,11,negative,-0.4215,0,0,2,anger
2OhNB26MPxg,superpower bring simp desperate men,2025-07-27T18:35:46Z,0,negative,-0.3182,0,0,2,fear
2OhNB26MPxg,heres first conclusion commercially available adas ready prime time failed test second conclusion chinese ip theft lagging industry standard hard steal tesla fsd ip china car manufacturers screwing around trying develop steal tesla,2025-07-27T18:29:11Z,0,negative,-0.891,1,0,2,sadness
2OhNB26MPxg,dont care avatr still beautiful,2025-07-27T18:16:06Z,2,positive,0.312,0,0,0,neutral
2OhNB26MPxg,tax credit ends america sept one buy evs big numbers especially bad public charging fact,2025-07-27T18:15:32Z,0,negative,-0.2944,0,0,2,sadness
2OhNB26MPxg,nyc days vacation saw teslas mostly ubers driving around didnt see one ev charger exist hard find heck would evs work places like nyc people going run power cord apartment street hours charge,2025-07-27T18:13:50Z,1,positive,0.2732,0,0,0,surprise
2OhNB26MPxg,paid advertisement tesla,2025-07-27T17:52:18Z,2,neutral,0.0,0,0,1,neutral
2OhNB26MPxg,inside evs report critics pointed test cover situations adverse weather conditions lidar based chinese evs could edge camera based teslas,2025-07-27T17:38:51Z,11,negative,-0.5719,0,0,2,neutral
2OhNB26MPxg,unless blind demented whole fsd overvaluation id happy see many cars waiting charge,2025-07-27T17:38:23Z,2,positive,0.25,0,0,0,joy
2OhNB26MPxg,difference tesla chinese fsd voice control firestick alexa voice remote cheap chinese tveven samsung tv voice assistant doesnt come close firestick alexa guess hurry launch product limited budget enough time refine mature product,2025-07-27T17:34:14Z,1,positive,0.2263,0,0,0,neutral
2OhNB26MPxg,interested adas,2025-07-27T17:31:04Z,5,positive,0.4019,0,0,0,neutral
2OhNB26MPxg,badly shouldnt running stopped car least,2025-07-27T17:25:36Z,1,negative,-0.3472,0,0,2,sadness
2OhNB26MPxg,model x probably performed better due higher sitting height sensors detection worse lower ground,2025-07-27T17:25:00Z,2,negative,-0.34,0,0,2,neutral
2OhNB26MPxg,model got urban driving terrible dont let go rug also tesla crap everything else charging speed v architecture hud panel gaps shoddy paint rusting issues jellybean design,2025-07-27T17:23:55Z,1,negative,-0.6908,0,0,2,sadness
2OhNB26MPxg,driven humans think fsd cars basically nothing surprising surprising thing someone china impartially tested chinese car makers hype technology marvel lot actually,2025-07-27T17:10:15Z,3,neutral,0.0444,0,0,1,surprise
GNiJKVaTXfk,car drive xpeng g resinc solar installed battery solar system get free quote,2025-07-31T05:27:21Z,0,positive,0.5106,1,0,0,joy
GNiJKVaTXfk,phevs gateway evs people get experience much better electric driving also dont believe studies say phevs worse tend based germany netherlands employees get free fuel cards cars dont plug thats inaccurate anywhere else,2025-07-31T06:38:49Z,0,positive,0.4767,1,0,0,neutral
GNiJKVaTXfk,fortune global released global rankings automotive sector chinese automakers made list cherys revenue rose billion billion climbing spots rd place byd jumped places st breaking top first time geely advanced positions revenue increasing billion billion firms accelerating chinas global push ev press release read notably byd outpaced tesla electriccar race taking volkswagen europe according separate fortune report,2025-07-31T03:23:42Z,0,positive,0.4215,1,0,0,surprise
GNiJKVaTXfk,ev garbage tech used dictators,2025-07-31T03:11:13Z,0,neutral,0.0,0,0,1,disgust
GNiJKVaTXfk,tells lot heavily tariffed car still better features similarly priced non tariffed car,2025-07-31T02:26:32Z,0,positive,0.4404,0,0,0,neutral
GNiJKVaTXfk,happened byd stock monday,2025-07-30T23:07:27Z,0,neutral,0.0,0,0,1,surprise
GNiJKVaTXfk,yea use sell cars theyve sold cars thereby doubling market share,2025-07-30T22:43:40Z,0,positive,0.296,0,0,0,joy
GNiJKVaTXfk,people usa want byd cars would teach usa car makers lesson build car price,2025-07-30T17:12:06Z,1,positive,0.0772,0,0,0,neutral
GNiJKVaTXfk,propagandist shill,2025-07-30T15:36:50Z,0,neutral,0.0,0,0,1,disgust
GNiJKVaTXfk,sales doubled probably despite eu tariff chinese evs still cheaper average european made evs,2025-07-30T15:17:37Z,1,neutral,0.0,0,0,1,surprise
GNiJKVaTXfk,hey electric viking take video ev causing ship sink alaska evs caused ship tried put fire co suppression effect,2025-07-30T15:08:03Z,0,negative,-0.34,1,0,2,sadness
GNiJKVaTXfk,canadian would buy chinese car long cusma north american produced car american jap euro made north america,2025-07-30T14:48:24Z,0,neutral,0.0,0,0,1,neutral
GNiJKVaTXfk,half uber cars europe byd companies leasing lots chinese luxury cars see every day chinese delivery vans electric diesel chinese diesel engines good know big thing worldwide europe diesel important working vehicles,2025-07-30T14:29:15Z,2,positive,0.5719,1,0,0,surprise
GNiJKVaTXfk,germany pushed back middle ages economy based cars car manufacturers cant even close fast enough filing chapter,2025-07-30T13:40:13Z,0,neutral,0.0,1,0,1,neutral
GNiJKVaTXfk,chinese car companies listen customers unlike big boys arrogant people want low cost less tech decent cars terrible cars legacy makers try screw public,2025-07-30T13:38:42Z,7,negative,-0.8176,0,0,2,fear
GNiJKVaTXfk,mg mispriced mg australia handing hundreds sales byd dolphin,2025-07-30T13:21:31Z,0,neutral,0.0,0,0,1,surprise
GNiJKVaTXfk,european loose ther car industry short time profits,2025-07-30T13:15:03Z,0,positive,0.1531,0,0,0,neutral
GNiJKVaTXfk,tesla void filled less politically charged brands us falling far behind administration,2025-07-30T13:01:25Z,0,negative,-0.2782,0,0,2,neutral
GNiJKVaTXfk,wait tesla ramps production aluminum ion battery,2025-07-30T12:37:47Z,0,neutral,0.0,0,0,1,neutral
GNiJKVaTXfk,clickbater las marcas chinas suben desde un porcentaje bajsimo algo ms nada ms,2025-07-30T12:34:48Z,0,neutral,0.0,0,0,1,neutral
GNiJKVaTXfk,us chinese evs basically bannedwho protected,2025-07-30T11:59:53Z,9,positive,0.4404,0,0,0,neutral
GNiJKVaTXfk,way go,2025-07-30T11:55:17Z,1,neutral,0.0,0,0,1,neutral
GNiJKVaTXfk,dont believe survey hybrids many variables make survey reliable,2025-07-30T11:47:52Z,1,neutral,0.0,0,0,1,neutral
GNiJKVaTXfk,meanwhile get dacia sandero less k latvia ir got add video call dacte little dace dace womans name,2025-07-30T11:44:23Z,0,neutral,0.0,0,0,1,neutral
GNiJKVaTXfk,reach environment goals either chinese evs tesla overpriced local evs easy make choice,2025-07-30T11:39:10Z,7,positive,0.4588,1,0,0,neutral
GNiJKVaTXfk,ccp willing eat tariffs costs buy market smart,2025-07-30T11:12:47Z,0,positive,0.4019,0,0,0,neutral
